Source,Status,SectionNode,EquationName,EquationRef,Description,EquationAsText,ResultVariable,InputVariable1,InputVariable2,InputVariable3,InputVariable4,InputVariable5,InputVariable6,InputVariable7,InputVariable8,InputVariable9,TestCalulation,TestInput1,TestInput2,TestInput3,TestInput4,TestInput5,TestInput6,TestInput7,TestInput8,TestInput9
,,Chapter_06>Page_07>Section_03,,Eq_06_07_03_03,,A1331 = (PI/4)*(D^2-d^2),A1331:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-4.427763651,7.864426924,8.215035886,,,,,,,
,,Chapter_06>Page_07>Section_03,,Eq_06_07_03_04,,A1332 = (PI/4)*(D^2-d^2),A1332:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,0.158121204,1.339736803,1.262366243,,,,,,,
,,Chapter_06>Page_07>Section_04,,Eq_06_07_04_01,,A1333 = (PI/4)*(D^2-d^2),A1333:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,35.10124927,7.701171197,3.823053642,,,,,,,
,,Chapter_06>Page_07>Section_04,,Eq_06_07_04_02,,A1334 = (PI/4)*(D^2-d^2),A1334:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,3.084156797,5.175569638,4.781176704,,,,,,,
,,Chapter_06>Page_07>Section_04,,Eq_06_07_04_03,,A1335 = (PI/4)*(D^2-d^2),A1335:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-59.19905914,1.158748589,8.758840186,,,,,,,
,,Chapter_06>Page_07>Section_04,,Eq_06_07_04_04,,A1336 = (PI/4)*(D^2-d^2),A1336:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,1.60604876,3.743641252,3.459763724,,,,,,,
,,Chapter_06>Page_07>Section_05,,Eq_06_07_05_01,,A1337 = (PI/4)*(D^2-d^2),A1337:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,36.13464695,9.138955002,6.124739756,,,,,,,
,,Chapter_06>Page_07>Section_05,,Eq_06_07_05_02,,A1338 = (PI/4)*(D^2-d^2),A1338:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-5.836207672,4.615275529,5.360192031,,,,,,,
,,Chapter_06>Page_07>Section_05,,Eq_06_07_05_03,,A1339 = (PI/4)*(D^2-d^2),A1339:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,48.9240995,8.115948082,1.891167656,,,,,,,
,,Chapter_06>Page_07>Section_05,,Eq_06_07_05_04,,A1340 = (PI/4)*(D^2-d^2),A1340:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-12.4427743,2.661458601,4.788109666,,,,,,,
,,Chapter_06>Page_08>Section_01,,Eq_06_08_01_01,,A1341 = (PI/4)*(D^2-d^2),A1341:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-5.418000012,0.34127898,2.64856248,,,,,,,
,,Chapter_06>Page_08>Section_01,,Eq_06_08_01_02,,A1342 = (PI/4)*(D^2-d^2),A1342:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,13.48277788,4.252841941,0.959092596,,,,,,,
,,Chapter_06>Page_08>Section_01,,Eq_06_08_01_03,,A1343 = (PI/4)*(D^2-d^2),A1343:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-10.89713154,2.892900507,4.716304925,,,,,,,
,,Chapter_06>Page_08>Section_01,,Eq_06_08_01_04,,A1344 = (PI/4)*(D^2-d^2),A1344:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-3.317182544,2.241544221,3.041066998,,,,,,,
,,Chapter_06>Page_08>Section_02,,Eq_06_08_02_01,,A1345 = (PI/4)*(D^2-d^2),A1345:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-9.356835134,3.478644507,4.900455093,,,,,,,
,,Chapter_06>Page_08>Section_02,,Eq_06_08_02_02,,A1346 = (PI/4)*(D^2-d^2),A1346:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-34.01623668,5.920273286,8.852144005,,,,,,,
,,Chapter_06>Page_08>Section_02,,Eq_06_08_02_03,,A1347 = (PI/4)*(D^2-d^2),A1347:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,2.589639934,1.968105259,0.759082563,,,,,,,
,,Chapter_06>Page_08>Section_02,,Eq_06_08_02_04,,A1348 = (PI/4)*(D^2-d^2),A1348:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,12.55342335,4.078518676,0.806721489,,,,,,,
,,Chapter_06>Page_08>Section_03,,Eq_06_08_03_01,,A1349 = (PI/4)*(D^2-d^2),A1349:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-53.62248388,0.397107659,8.272361299,,,,,,,
,,Chapter_06>Page_08>Section_03,,Eq_06_08_03_02,,A1350 = (PI/4)*(D^2-d^2),A1350:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-38.11863982,6.344557712,9.422715753,,,,,,,
,,Chapter_06>Page_08>Section_03,,Eq_06_08_03_03,,A1351 = (PI/4)*(D^2-d^2),A1351:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,72.36816511,9.612117916,0.500800587,,,,,,,
,,Chapter_06>Page_08>Section_03,,Eq_06_08_03_04,,A1352 = (PI/4)*(D^2-d^2),A1352:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-7.563592413,9.185990507,9.696013952,,,,,,,
,,Chapter_06>Page_08>Section_04,,Eq_06_08_04_01,,A1353 = (PI/4)*(D^2-d^2),A1353:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,3.763706737,2.983783791,2.027526931,,,,,,,
,,Chapter_06>Page_08>Section_04,,Eq_06_08_04_02,,A1354 = (PI/4)*(D^2-d^2),A1354:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-23.80314639,2.530204274,6.058798638,,,,,,,
,,Chapter_06>Page_08>Section_04,,Eq_06_08_04_03,,A1355 = (PI/4)*(D^2-d^2),A1355:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,1.101382066,5.559430898,5.431845793,,,,,,,
,,Chapter_06>Page_08>Section_04,,Eq_06_08_04_04,,A1356 = (PI/4)*(D^2-d^2),A1356:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-38.20280265,0.206409797,6.977386621,,,,,,,
,,Chapter_06>Page_08>Section_05,,Eq_06_08_05_01,,A1357 = (PI/4)*(D^2-d^2),A1357:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,4.120499317,2.878112852,1.742742354,,,,,,,
,,Chapter_06>Page_08>Section_05,,Eq_06_08_05_02,,A1358 = (PI/4)*(D^2-d^2),A1358:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-42.42573148,3.270453464,8.044500288,,,,,,,
,,Chapter_06>Page_08>Section_05,,Eq_06_08_05_03,,A1359 = (PI/4)*(D^2-d^2),A1359:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-32.06267799,2.995824684,7.056800626,,,,,,,
,,Chapter_06>Page_08>Section_05,,Eq_06_08_05_04,,A1360 = (PI/4)*(D^2-d^2),A1360:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-25.98883764,1.891580819,6.055418549,,,,,,,
,,Chapter_06>Page_09>Section_01,,Eq_06_09_01_01,,A1361 = (PI/4)*(D^2-d^2),A1361:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,65.00783859,9.54092267,2.873787499,,,,,,,
,,Chapter_06>Page_09>Section_01,,Eq_06_09_01_02,,A1362 = (PI/4)*(D^2-d^2),A1362:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,13.72220511,4.958432617,2.66728323,,,,,,,
,,Chapter_06>Page_09>Section_01,,Eq_06_09_01_03,,A1363 = (PI/4)*(D^2-d^2),A1363:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,12.4023625,9.761453691,8.915985631,,,,,,,
,,Chapter_06>Page_09>Section_01,,Eq_06_09_01_04,,A1364 = (PI/4)*(D^2-d^2),A1364:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,17.07240314,6.426348367,4.422747396,,,,,,,
,,Chapter_06>Page_09>Section_02,,Eq_06_09_02_01,,A1365 = (PI/4)*(D^2-d^2),A1365:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-43.06960012,4.210817888,8.518738482,,,,,,,
,,Chapter_06>Page_09>Section_02,,Eq_06_09_02_02,,A1366 = (PI/4)*(D^2-d^2),A1366:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-48.27415703,0.855699719,7.886494008,,,,,,,
,,Chapter_06>Page_09>Section_02,,Eq_06_09_02_03,,A1367 = (PI/4)*(D^2-d^2),A1367:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-2.920553656,0.1206895,1.932131042,,,,,,,
,,Chapter_06>Page_09>Section_02,,Eq_06_09_02_04,,A1368 = (PI/4)*(D^2-d^2),A1368:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,18.21474433,7.234317403,5.398482704,,,,,,,
,,Chapter_06>Page_09>Section_03,,Eq_06_09_03_01,,A1369 = (PI/4)*(D^2-d^2),A1369:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,50.66769296,8.643654575,3.193846284,,,,,,,
,,Chapter_06>Page_09>Section_03,,Eq_06_09_03_02,,A1370 = (PI/4)*(D^2-d^2),A1370:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-2.633077835,0.383976581,1.870822503,,,,,,,
,,Chapter_06>Page_09>Section_03,,Eq_06_09_03_03,,A1371 = (PI/4)*(D^2-d^2),A1371:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,32.12122318,8.84965989,6.117063724,,,,,,,
,,Chapter_06>Page_09>Section_03,,Eq_06_09_03_04,,A1372 = (PI/4)*(D^2-d^2),A1372:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-29.16117311,2.525762596,6.5961076,,,,,,,
,,Chapter_06>Page_09>Section_04,,Eq_06_09_04_01,,A1373 = (PI/4)*(D^2-d^2),A1373:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-33.49008972,6.639339816,9.312450793,,,,,,,
,,Chapter_06>Page_09>Section_04,,Eq_06_09_04_02,,A1374 = (PI/4)*(D^2-d^2),A1374:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-27.84241982,2.695739137,6.535830431,,,,,,,
,,Chapter_06>Page_09>Section_04,,Eq_06_09_04_03,,A1375 = (PI/4)*(D^2-d^2),A1375:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-46.9244884,6.140186686,9.871575699,,,,,,,
,,Chapter_06>Page_09>Section_04,,Eq_06_09_04_04,,A1376 = (PI/4)*(D^2-d^2),A1376:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-3.758592205,1.627198983,2.726419769,,,,,,,
,,Chapter_06>Page_09>Section_05,,Eq_06_09_05_01,,A1377 = (PI/4)*(D^2-d^2),A1377:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,41.93871889,8.204107,3.729522265,,,,,,,
,,Chapter_06>Page_09>Section_05,,Eq_06_09_05_02,,A1378 = (PI/4)*(D^2-d^2),A1378:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,5.026623217,6.104094208,5.555166122,,,,,,,
,,Chapter_06>Page_09>Section_05,,Eq_06_09_05_03,,A1379 = (PI/4)*(D^2-d^2),A1379:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-55.36602684,0.620649017,8.418991627,,,,,,,
,,Chapter_06>Page_09>Section_05,,Eq_06_09_05_04,,A1380 = (PI/4)*(D^2-d^2),A1380:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,2.870859801,6.744682413,6.468032825,,,,,,,
,,Chapter_06>Page_10>Section_01,,Eq_06_10_01_01,,A1381 = (PI/4)*(D^2-d^2),A1381:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,35.42673641,6.930527826,1.710407617,,,,,,,
,,Chapter_06>Page_10>Section_01,,Eq_06_10_01_02,,A1382 = (PI/4)*(D^2-d^2),A1382:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-1.951647761,1.223564616,1.99550131,,,,,,,
,,Chapter_06>Page_10>Section_01,,Eq_06_10_01_03,,A1383 = (PI/4)*(D^2-d^2),A1383:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,58.70739242,8.749094068,1.3409226,,,,,,,
,,Chapter_06>Page_10>Section_01,,Eq_06_10_01_04,,A1384 = (PI/4)*(D^2-d^2),A1384:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-28.84316945,3.963286952,7.240988013,,,,,,,
,,Chapter_06>Page_10>Section_02,,Eq_06_10_02_01,,A1385 = (PI/4)*(D^2-d^2),A1385:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,21.77744324,6.562238107,3.916001412,,,,,,,
,,Chapter_06>Page_10>Section_02,,Eq_06_10_02_02,,A1386 = (PI/4)*(D^2-d^2),A1386:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-23.7181813,4.356600464,7.012766498,,,,,,,
,,Chapter_06>Page_10>Section_02,,Eq_06_10_02_03,,A1387 = (PI/4)*(D^2-d^2),A1387:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-0.222633667,2.401816358,2.46011947,,,,,,,
,,Chapter_06>Page_10>Section_02,,Eq_06_10_02_04,,A1388 = (PI/4)*(D^2-d^2),A1388:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,56.18734951,8.479795072,0.605779798,,,,,,,
,,Chapter_06>Page_10>Section_03,,Eq_06_10_03_01,,A1389 = (PI/4)*(D^2-d^2),A1389:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,1.254438021,1.984439077,1.529966782,,,,,,,
,,Chapter_06>Page_10>Section_03,,Eq_06_10_03_02,,A1390 = (PI/4)*(D^2-d^2),A1390:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-11.03533165,8.561019581,9.34567691,,,,,,,
,,Chapter_06>Page_10>Section_03,,Eq_06_10_03_03,,A1391 = (PI/4)*(D^2-d^2),A1391:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,45.03253425,8.99288907,4.851273071,,,,,,,
,,Chapter_06>Page_10>Section_03,,Eq_06_10_03_04,,A1392 = (PI/4)*(D^2-d^2),A1392:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,57.84215098,9.119019489,3.083764333,,,,,,,
,,Chapter_06>Page_10>Section_04,,Eq_06_10_04_01,,A1393 = (PI/4)*(D^2-d^2),A1393:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-3.07156779,1.618165738,2.555249876,,,,,,,
,,Chapter_06>Page_10>Section_04,,Eq_06_10_04_02,,A1394 = (PI/4)*(D^2-d^2),A1394:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,3.173393571,2.056684903,0.435273025,,,,,,,
,,Chapter_06>Page_10>Section_04,,Eq_06_10_04_03,,A1395 = (PI/4)*(D^2-d^2),A1395:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,0.985188478,3.05086669,2.837852468,,,,,,,
,,Chapter_06>Page_10>Section_04,,Eq_06_10_04_04,,A1396 = (PI/4)*(D^2-d^2),A1396:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-36.18789177,0.311434731,6.795060444,,,,,,,
,,Chapter_06>Page_10>Section_05,,Eq_06_10_05_01,,A1397 = (PI/4)*(D^2-d^2),A1397:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-74.60654728,0.437936998,9.756218279,,,,,,,
,,Chapter_06>Page_10>Section_05,,Eq_06_10_05_02,,A1398 = (PI/4)*(D^2-d^2),A1398:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-10.18875268,4.388207226,5.677066626,,,,,,,
,,Chapter_06>Page_10>Section_05,,Eq_06_10_05_03,,A1399 = (PI/4)*(D^2-d^2),A1399:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,19.7935487,6.163840037,3.576450065,,,,,,,
,,Chapter_06>Page_10>Section_05,,Eq_06_10_05_04,,A1400 = (PI/4)*(D^2-d^2),A1400:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,21.13804363,5.213200772,0.513487328,,,,,,,
,,Chapter_06>Page_11>Section_01,,Eq_06_11_01_01,,A1401 = (PI/4)*(D^2-d^2),A1401:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-69.53432913,1.472278033,9.52373142,,,,,,,
,,Chapter_06>Page_11>Section_01,,Eq_06_11_01_02,,A1402 = (PI/4)*(D^2-d^2),A1402:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,5.588761514,4.622861651,3.775581767,,,,,,,
,,Chapter_06>Page_11>Section_01,,Eq_06_11_01_03,,A1403 = (PI/4)*(D^2-d^2),A1403:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,37.67166989,8.164288056,4.323255676,,,,,,,
,,Chapter_06>Page_11>Section_01,,Eq_06_11_01_04,,A1404 = (PI/4)*(D^2-d^2),A1404:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-56.20230458,4.389988884,9.530529843,,,,,,,
,,Chapter_06>Page_11>Section_02,,Eq_06_11_02_01,,A1405 = (PI/4)*(D^2-d^2),A1405:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-46.98435448,2.38732846,8.09454602,,,,,,,
,,Chapter_06>Page_11>Section_02,,Eq_06_11_02_02,,A1406 = (PI/4)*(D^2-d^2),A1406:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,53.14707963,8.430910937,1.846969344,,,,,,,
,,Chapter_06>Page_11>Section_02,,Eq_06_11_02_03,,A1407 = (PI/4)*(D^2-d^2),A1407:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-30.28933714,2.702401731,6.772632941,,,,,,,
,,Chapter_06>Page_11>Section_02,,Eq_06_11_02_04,,A1408 = (PI/4)*(D^2-d^2),A1408:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,8.421974857,3.276403131,0.107824121,,,,,,,
,,Chapter_06>Page_11>Section_03,,Eq_06_11_03_01,,A1409 = (PI/4)*(D^2-d^2),A1409:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,44.94223514,8.447990892,3.761159278,,,,,,,
,,Chapter_06>Page_11>Section_03,,Eq_06_11_03_02,,A1410 = (PI/4)*(D^2-d^2),A1410:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-13.23061688,4.435094675,6.042831239,,,,,,,
,,Chapter_06>Page_11>Section_03,,Eq_06_11_03_03,,A1411 = (PI/4)*(D^2-d^2),A1411:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-37.3652211,2.915974418,7.488510126,,,,,,,
,,Chapter_06>Page_11>Section_03,,Eq_06_11_03_04,,A1412 = (PI/4)*(D^2-d^2),A1412:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,26.36471307,6.204791674,2.220550485,,,,,,,
,,Chapter_06>Page_11>Section_04,,Eq_06_11_04_01,,A1413 = (PI/4)*(D^2-d^2),A1413:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,47.1551152,7.807499495,0.957753071,,,,,,,
,,Chapter_06>Page_11>Section_04,,Eq_06_11_04_02,,A1414 = (PI/4)*(D^2-d^2),A1414:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,3.50623065,2.132668577,0.289833989,,,,,,,
,,Chapter_06>Page_11>Section_04,,Eq_06_11_04_03,,A1415 = (PI/4)*(D^2-d^2),A1415:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,48.22904349,7.91131747,1.087114865,,,,,,,
,,Chapter_06>Page_11>Section_04,,Eq_06_11_04_04,,A1416 = (PI/4)*(D^2-d^2),A1416:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-27.58726131,4.269068529,7.304117889,,,,,,,
,,Chapter_06>Page_11>Section_05,,Eq_06_11_05_01,,A1417 = (PI/4)*(D^2-d^2),A1417:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,15.29307334,9.293316188,8.178874007,,,,,,,
,,Chapter_06>Page_11>Section_05,,Eq_06_11_05_02,,A1418 = (PI/4)*(D^2-d^2),A1418:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-61.7338798,1.176818826,8.943540661,,,,,,,
,,Chapter_06>Page_11>Section_05,,Eq_06_11_05_03,,A1419 = (PI/4)*(D^2-d^2),A1419:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,56.22407671,8.687828031,1.972723515,,,,,,,
,,Chapter_06>Page_11>Section_05,,Eq_06_11_05_04,,A1420 = (PI/4)*(D^2-d^2),A1420:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-3.300614453,8.229949205,8.481423038,,,,,,,
,,Chapter_06>Page_12>Section_01,,Eq_06_12_01_01,,A1421 = (PI/4)*(D^2-d^2),A1421:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-39.12136174,1.784982927,7.279905828,,,,,,,
,,Chapter_06>Page_12>Section_01,,Eq_06_12_01_02,,A1422 = (PI/4)*(D^2-d^2),A1422:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-4.943625528,8.275709441,8.647646284,,,,,,,
,,Chapter_06>Page_12>Section_01,,Eq_06_12_01_03,,A1423 = (PI/4)*(D^2-d^2),A1423:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-11.77580971,4.304810037,5.790061834,,,,,,,
,,Chapter_06>Page_12>Section_01,,Eq_06_12_01_04,,A1424 = (PI/4)*(D^2-d^2),A1424:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,1.888483493,1.60480262,0.413400032,,,,,,,
,,Chapter_06>Page_12>Section_02,,Eq_06_12_02_01,,A1425 = (PI/4)*(D^2-d^2),A1425:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,12.65862905,4.429453618,1.871521378,,,,,,,
,,Chapter_06>Page_12>Section_02,,Eq_06_12_02_02,,A1426 = (PI/4)*(D^2-d^2),A1426:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,57.25685662,9.886506088,4.984105595,,,,,,,
,,Chapter_06>Page_12>Section_02,,Eq_06_12_02_03,,A1427 = (PI/4)*(D^2-d^2),A1427:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-0.725770495,0.588200061,1.126968946,,,,,,,
,,Chapter_06>Page_12>Section_02,,Eq_06_12_02_04,,A1428 = (PI/4)*(D^2-d^2),A1428:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-24.77648931,2.946409458,6.342533773,,,,,,,
,,Chapter_06>Page_12>Section_03,,Eq_06_12_03_01,,A1429 = (PI/4)*(D^2-d^2),A1429:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,20.85477584,5.55620084,2.078038133,,,,,,,
,,Chapter_06>Page_12>Section_03,,Eq_06_12_03_02,,A1430 = (PI/4)*(D^2-d^2),A1430:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,7.643932109,7.252312545,6.547020743,,,,,,,
,,Chapter_06>Page_12>Section_03,,Eq_06_12_03_03,,A1431 = (PI/4)*(D^2-d^2),A1431:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,8.743414486,6.351589742,5.404649033,,,,,,,
,,Chapter_06>Page_12>Section_03,,Eq_06_12_03_04,,A1432 = (PI/4)*(D^2-d^2),A1432:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-4.175868256,0.205281717,2.314955978,,,,,,,
,,Chapter_06>Page_12>Section_04,,Eq_06_12_04_01,,A1433 = (PI/4)*(D^2-d^2),A1433:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-14.39252183,1.291013613,4.471224004,,,,,,,
,,Chapter_06>Page_12>Section_04,,Eq_06_12_04_02,,A1434 = (PI/4)*(D^2-d^2),A1434:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-52.81190857,1.448251359,8.327042838,,,,,,,
,,Chapter_06>Page_12>Section_04,,Eq_06_12_04_03,,A1435 = (PI/4)*(D^2-d^2),A1435:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-20.76894078,8.479890868,9.917277139,,,,,,,
,,Chapter_06>Page_12>Section_04,,Eq_06_12_04_04,,A1436 = (PI/4)*(D^2-d^2),A1436:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-2.458860473,4.783929999,5.100657274,,,,,,,
,,Chapter_06>Page_12>Section_05,,Eq_06_12_05_01,,A1437 = (PI/4)*(D^2-d^2),A1437:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,26.40828213,7.459263521,4.692178934,,,,,,,
,,Chapter_06>Page_12>Section_05,,Eq_06_12_05_02,,A1438 = (PI/4)*(D^2-d^2),A1438:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,14.01461074,8.845088024,7.771204897,,,,,,,
,,Chapter_06>Page_12>Section_05,,Eq_06_12_05_03,,A1439 = (PI/4)*(D^2-d^2),A1439:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-4.792510084,5.196032399,5.75332652,,,,,,,
,,Chapter_06>Page_12>Section_05,,Eq_06_12_05_04,,A1440 = (PI/4)*(D^2-d^2),A1440:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-9.228398568,4.786218924,5.887092116,,,,,,,
,,Chapter_07>Page_01>Section_01,,Eq_07_01_01_01,,A1441 = (PI/4)*(D^2-d^2),A1441:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,10.47071748,7.770174698,6.858854371,,,,,,,
,,Chapter_07>Page_01>Section_01,,Eq_07_01_01_02,,A1442 = (PI/4)*(D^2-d^2),A1442:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,30.24447717,6.688742777,2.496160172,,,,,,,
,,Chapter_07>Page_01>Section_01,,Eq_07_01_01_03,,A1443 = (PI/4)*(D^2-d^2),A1443:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-25.72519275,3.352139399,6.632584055,,,,,,,
,,Chapter_07>Page_01>Section_01,,Eq_07_01_01_04,,A1444 = (PI/4)*(D^2-d^2),A1444:Area:Area,D:Outer Diameter:length,d:Inner Diameter:length,,,,,,,,-2.310360008,4.742562887,5.043168097,,,,,,,
